Mouse_Tissue_ID,Mouse_ID,Experiment,bc1_well,well_type,Tissue,Genotype,Protocol,Chemistry,Multiplexed_sample1,Multiplexed_sample2,Row,Column,SampleType,Sex,Age,Notes,DOB,Age_days,Body_weight_g,Estrus_cycle,Dissection_date,Dissection_time,ZT,Dissector,Tissue_weight_mg
061_WSBJ_10M_25,061,igvf_008b,G6,Single,GonadsMale,WSBJ,Parse_WT_Mega,v2,061_WSBJ_10M_10,061_WSBJ_10M_11,G,6,Nuclei,Male,PNM_02,NA,8/9/22,69,15.7,NA,10/17/22,12:10 ,ZT5.5,GM,213
063_WSBJ_10M_25,063,igvf_008b,G8,Single,GonadsMale,WSBJ,Parse_WT_Mega,v2,063_WSBJ_10M_10,063_WSBJ_10M_11,G,8,Nuclei,Male,PNM_02,NA,8/9/22,69,15.5,NA,10/17/22,12:31 ,ZT6,GM,170
047_NZOJ_10M_25,047,igvf_008b,H2,Single,GonadsMale,NZOJ,Parse_WT_Mega,v2,047_NZOJ_10M_10,047_NZOJ_10M_11,H,2,Nuclei,Male,PNM_02,NA,8/2/22,69,42.8,NA,10/10/22,14:30 ,ZT8,GM,334
049_NZOJ_10M_25,049,igvf_008b,H4,Single,GonadsMale,NZOJ,Parse_WT_Mega,v2,049_NZOJ_10M_10,049_NZOJ_10M_11,H,4,Nuclei,Male,PNM_02,NA,8/2/22,69,42.4,NA,10/10/22,15:00 ,ZT8.5,GM,365
051_NZOJ_10M_25,051,igvf_008b,H6,Single,GonadsMale,NZOJ,Parse_WT_Mega,v2,051_NZOJ_10M_10,051_NZOJ_10M_11,H,6,Nuclei,Male,PNM_02,NA,8/2/22,69,45.5,NA,10/10/22,15:30 ,ZT9,GM,341
053_NZOJ_10M_25,053,igvf_008b,H8,Single,GonadsMale,NZOJ,Parse_WT_Mega,v2,053_NZOJ_10M_10,053_NZOJ_10M_11,H,8,Nuclei,Male,PNM_02,NA,8/2/22,69,42.4,NA,10/10/22,16:00 ,ZT9.5,GM,370
AB_M1_08,NA,igvf_008b,A10,Multiplexed,Adrenal,B6J/NODJ,Parse_WT_Mega,v2,017_B6J_10M_08,067_NODJ_10M_08,A,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
AB_F2_08,NA,igvf_008b,A11,Multiplexed,Adrenal,B6J/NODJ,Parse_WT_Mega,v2,018_B6J_10F_08,068_NODJ_10F_08,A,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
AB_M2_08,NA,igvf_008b,A12,Multiplexed,Adrenal,B6J/NODJ,Parse_WT_Mega,v2,019_B6J_10M_08,069_NODJ_10M_08,A,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
AB_F1_08,NA,igvf_008b,A9,Multiplexed,Adrenal,B6J/NODJ,Parse_WT_Mega,v2,016_B6J_10F_08,066_NODJ_10F_08,A,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
AB_M3_08,NA,igvf_008b,B10,Multiplexed,Adrenal,B6J/NODJ,Parse_WT_Mega,v2,021_B6J_10M_08,071_NODJ_10M_08,B,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
AB_F4_08,NA,igvf_008b,B11,Multiplexed,Adrenal,B6J/NODJ,Parse_WT_Mega,v2,024_B6J_10F_08,072_NODJ_10F_08,B,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
AB_M4_08,NA,igvf_008b,B12,Multiplexed,Adrenal,B6J/NODJ,Parse_WT_Mega,v2,025_B6J_10M_08,073_NODJ_10M_08,B,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
AB_F3_08,NA,igvf_008b,B9,Multiplexed,Adrenal,B6J/NODJ,Parse_WT_Mega,v2,020_B6J_10F_08,070_NODJ_10F_08,B,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
CD_M1_08,NA,igvf_008b,C10,Multiplexed,Adrenal,AJ/PWKJ,Parse_WT_Mega,v2,029_AJ_10M_08,077_PWKJ_10M_08,C,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
CD_F2_08,NA,igvf_008b,C11,Multiplexed,Adrenal,AJ/PWKJ,Parse_WT_Mega,v2,028_AJ_10F_08,078_PWKJ_10F_08,C,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
CD_M2_08,NA,igvf_008b,C12,Multiplexed,Adrenal,AJ/PWKJ,Parse_WT_Mega,v2,031_AJ_10M_08,079_PWKJ_10M_08,C,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
CD_F1_08,NA,igvf_008b,C9,Multiplexed,Adrenal,AJ/PWKJ,Parse_WT_Mega,v2,026_AJ_10F_08,076_PWKJ_10F_08,C,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
CD_M3_08,NA,igvf_008b,D10,Multiplexed,Adrenal,AJ/PWKJ,Parse_WT_Mega,v2,033_AJ_10M_08,081_PWKJ_10M_08,D,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
CD_F4_08,NA,igvf_008b,D11,Multiplexed,Adrenal,AJ/PWKJ,Parse_WT_Mega,v2,032_AJ_10F_08,084_PWKJ_10F_08,D,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
CD_M4_08,NA,igvf_008b,D12,Multiplexed,Adrenal,AJ/PWKJ,Parse_WT_Mega,v2,035_AJ_10M_08,085_PWKJ_10M_08,D,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
CD_F3_08,NA,igvf_008b,D9,Multiplexed,Adrenal,AJ/PWKJ,Parse_WT_Mega,v2,030_AJ_10F_08,080_PWKJ_10F_08,D,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
EF_M1_08,NA,igvf_008b,E10,Multiplexed,Adrenal,129S1J/CASTJ,Parse_WT_Mega,v2,037_129S1J_10M_08,087_CASTJ_10M_08,E,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
EF_F2_08,NA,igvf_008b,E11,Multiplexed,Adrenal,129S1J/CASTJ,Parse_WT_Mega,v2,038_129S1J_10F_08,088_CASTJ_10F_08,E,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
EF_M2_08,NA,igvf_008b,E12,Multiplexed,Adrenal,129S1J/CASTJ,Parse_WT_Mega,v2,041_129S1J_10M_08,089_CASTJ_10M_08,E,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
EF_F1_08,NA,igvf_008b,E9,Multiplexed,Adrenal,129S1J/CASTJ,Parse_WT_Mega,v2,036_129S1J_10F_08,086_CASTJ_10F_08,E,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
EF_M3_08,NA,igvf_008b,F10,Multiplexed,Adrenal,129S1J/CASTJ,Parse_WT_Mega,v2,043_129S1J_10M_08,091_CASTJ_10M_08,F,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
EF_F4_08,NA,igvf_008b,F11,Multiplexed,Adrenal,129S1J/CASTJ,Parse_WT_Mega,v2,044_129S1J_10F_08,094_CASTJ_10F_08,F,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
EF_M4_08,NA,igvf_008b,F12,Multiplexed,Adrenal,129S1J/CASTJ,Parse_WT_Mega,v2,045_129S1J_10M_08,095_CASTJ_10M_08,F,12,Nuclei,Male,PNM_02,5th_rep,NA,NA,NA,NA,NA,NA,NA,GM,NA
EF_F3_08,NA,igvf_008b,F9,Multiplexed,Adrenal,129S1J/CASTJ,Parse_WT_Mega,v2,040_129S1J_10F_08,090_CASTJ_10F_08,F,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
GH_M1_08,NA,igvf_008b,G10,Multiplexed,Adrenal,WSBJ/NZOJ,Parse_WT_Mega,v2,057_WSBJ_10M_08,047_NZOJ_10M_08,G,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
GH_F2_08,NA,igvf_008b,G11,Multiplexed,Adrenal,WSBJ/NZOJ,Parse_WT_Mega,v2,060_WSBJ_10F_08,048_NZOJ_10F_08,G,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
GH_M2_08,NA,igvf_008b,G12,Multiplexed,Adrenal,WSBJ/NZOJ,Parse_WT_Mega,v2,059_WSBJ_10M_08,049_NZOJ_10M_08,G,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
GH_F1_08,NA,igvf_008b,G9,Multiplexed,Adrenal,WSBJ/NZOJ,Parse_WT_Mega,v2,058_WSBJ_10F_08,046_NZOJ_10F_08,G,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
GH_M3_08,NA,igvf_008b,H10,Multiplexed,Adrenal,WSBJ/NZOJ,Parse_WT_Mega,v2,061_WSBJ_10M_08,051_NZOJ_10M_08,H,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
GH_F4_08,NA,igvf_008b,H11,Multiplexed,Adrenal,WSBJ/NZOJ,Parse_WT_Mega,v2,096_WSBJ_10F_08,052_NZOJ_10F_08,H,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
GH_M4_08,NA,igvf_008b,H12,Multiplexed,Adrenal,WSBJ/NZOJ,Parse_WT_Mega,v2,063_WSBJ_10M_08,053_NZOJ_10M_08,H,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
GH_F3_08,NA,igvf_008b,H9,Multiplexed,Adrenal,WSBJ/NZOJ,Parse_WT_Mega,v2,062_WSBJ_10F_08,050_NZOJ_10F_08,H,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
016_B6J_10F_08,016,igvf_009,A1,Single,Adrenal,B6J,Parse_WT_Mega,v2,NA,NA,A,1,Nuclei,Female,PNM_02,Repeat,8/16/22,72,21.1,Diestrus,10/27/22,9:01 ,ZT2.5,GM,15
017_B6J_10M_08,017,igvf_009,A2,Single,Adrenal,B6J,Parse_WT_Mega,v2,NA,NA,A,2,Nuclei,Male,PNM_02,NA,8/16/22,72,26.3,NA,10/27/22,11:44 ,ZT5,GM,13
018_B6J_10F_08,018,igvf_009,A3,Single,Adrenal,B6J,Parse_WT_Mega,v2,NA,NA,A,3,Nuclei,Female,PNM_02,NA,8/16/22,72,21,Proestrus,10/27/22,9:38 ,ZT3,GM,17
019_B6J_10M_08,019,igvf_009,A4,Single,Adrenal,B6J,Parse_WT_Mega,v2,NA,NA,A,4,Nuclei,Male,PNM_02,NA,8/16/22,72,29,NA,10/27/22,12:12 ,ZT5.5,GM,14
020_B6J_10F_08,020,igvf_009,A5,Single,Adrenal,B6J,Parse_WT_Mega,v2,NA,NA,A,5,Nuclei,Female,PNM_02,NA,8/16/22,72,18.5,Diestrus,10/27/22,10:14 ,ZT3.5,GM,19
021_B6J_10M_08,021,igvf_009,A6,Single,Adrenal,B6J,Parse_WT_Mega,v2,NA,NA,A,6,Nuclei,Male,PNM_02,NA,8/16/22,72,27.8,NA,10/27/22,12:38 ,ZT6,GM,13
024_B6J_10F_08,024,igvf_009,A7,Single,Adrenal,B6J,Parse_WT_Mega,v2,NA,NA,A,7,Nuclei,Female,PNM_02,NA,8/16/22,72,20.7,Estrus,10/27/22,11:13 ,ZT4.5,GM,12
025_B6J_10M_08,025,igvf_009,A8,Single,Adrenal,B6J,Parse_WT_Mega,v2,NA,NA,A,8,Nuclei,Male,PNM_02,NA,8/16/22,72,27.7,NA,10/27/22,13:39 ,ZT7,GM,23
066_NODJ_10F_08,066,igvf_009,B1,Single,Adrenal,NODJ,Parse_WT_Mega,v2,NA,NA,B,1,Nuclei,Female,PNM_02,NA,8/9/22,72,15.8,Proestrus,10/20/22,9:07 ,ZT2.5,GM,19
067_NODJ_10M_08,067,igvf_009,B2,Single,Adrenal,NODJ,Parse_WT_Mega,v2,NA,NA,B,2,Nuclei,Male,PNM_02,NA,8/9/22,72,26,NA,10/20/22,10:42 ,ZT4,GM,14
068_NODJ_10F_08,068,igvf_009,B3,Single,Adrenal,NODJ,Parse_WT_Mega,v2,NA,NA,B,3,Nuclei,Female,PNM_02,NA,8/9/22,72,20,Metestrus,10/20/22,9:29 ,ZT3,GM,20
069_NODJ_10M_08,069,igvf_009,B4,Single,Adrenal,NODJ,Parse_WT_Mega,v2,NA,NA,B,4,Nuclei,Male,PNM_02,NA,8/9/22,72,25.5,NA,10/20/22,11:10 ,ZT4.5,GM,18
070_NODJ_10F_08,070,igvf_009,B5,Single,Adrenal,NODJ,Parse_WT_Mega,v2,NA,NA,B,5,Nuclei,Female,PNM_02,NA,8/9/22,72,21,Metestrus,10/20/22,9:54 ,ZT3.5,GM,18
071_NODJ_10M_08,071,igvf_009,B6,Single,Adrenal,NODJ,Parse_WT_Mega,v2,NA,NA,B,6,Nuclei,Male,PNM_02,NA,8/9/22,72,26,NA,10/20/22,11:36 ,ZT5,GM,19
072_NODJ_10F_08,072,igvf_009,B7,Single,Adrenal,NODJ,Parse_WT_Mega,v2,NA,NA,B,7,Nuclei,Female,PNM_02,NA,8/9/22,72,16.4,Metestrus,10/20/22,10:18 ,ZT4,GM,17
073_NODJ_10M_08,073,igvf_009,B8,Single,Adrenal,NODJ,Parse_WT_Mega,v2,NA,NA,B,8,Nuclei,Male,PNM_02,NA,8/9/22,72,27.6,NA,10/20/22,12:02 ,ZT5.5,GM,16
026_AJ_10F_08,026,igvf_009,C1,Single,Adrenal,AJ,Parse_WT_Mega,v2,NA,NA,C,1,Nuclei,Female,PNM_02,NA,7/26/22,69,23.8,Estrus,10/3/22,9:30 ,ZT3,GM,18
029_AJ_10M_08,029,igvf_009,C2,Single,Adrenal,AJ,Parse_WT_Mega,v2,NA,NA,C,2,Nuclei,Male,PNM_02,NA,7/26/22,69,21.1,NA,10/3/22,12:20 ,ZT6,GM,21
028_AJ_10F_08,028,igvf_009,C3,Single,Adrenal,AJ,Parse_WT_Mega,v2,NA,NA,C,3,Nuclei,Female,PNM_02,NA,7/26/22,69,22.8,Estrus,10/3/22,10:00 ,ZT3.5,GM,27
031_AJ_10M_08,031,igvf_009,C4,Single,Adrenal,AJ,Parse_WT_Mega,v2,NA,NA,C,4,Nuclei,Male,PNM_02,NA,7/26/22,69,18.3,NA,10/3/22,12:40 ,ZT6,GM,16
030_AJ_10F_08,030,igvf_009,C5,Single,Adrenal,AJ,Parse_WT_Mega,v2,NA,NA,C,5,Nuclei,Female,PNM_02,NA,7/26/22,69,23.9,Metestrus,10/3/22,10:30 ,ZT4,GM,23
033_AJ_10M_08,033,igvf_009,C6,Single,Adrenal,AJ,Parse_WT_Mega,v2,NA,NA,C,6,Nuclei,Male,PNM_02,NA,7/26/22,69,23.7,NA,10/3/22,13:00 ,ZT6.5,GM,14
032_AJ_10F_08,032,igvf_009,C7,Single,Adrenal,AJ,Parse_WT_Mega,v2,NA,NA,C,7,Nuclei,Female,PNM_02,NA,7/26/22,69,25,Estrus,10/3/22,11:00 ,ZT4.5,GM,16
035_AJ_10M_08,035,igvf_009,C8,Single,Adrenal,AJ,Parse_WT_Mega,v2,NA,NA,C,8,Nuclei,Male,PNM_02,NA,7/26/22,69,26.5,NA,10/3/22,13:20 ,ZT7,GM,18
076_PWKJ_10F_08,076,igvf_009,D1,Single,Adrenal,PWKJ,Parse_WT_Mega,v2,NA,NA,D,1,Nuclei,Female,PNM_02,Repeat,8/16/22,69,13.2,Estrus,10/24/22,9:32 ,ZT3,GM,15
077_PWKJ_10M_08,077,igvf_009,D2,Single,Adrenal,PWKJ,Parse_WT_Mega,v2,NA,NA,D,2,Nuclei,Male,PNM_02,NA,8/16/22,69,16.6,NA,10/24/22,11:21 ,ZT5,GM,13
078_PWKJ_10F_08,078,igvf_009,D3,Single,Adrenal,PWKJ,Parse_WT_Mega,v2,NA,NA,D,3,Nuclei,Female,PNM_02,NA,8/16/22,69,13.6,Estrus,10/24/22,9:58 ,ZT3.5,GM,14
079_PWKJ_10M_08,079,igvf_009,D4,Single,Adrenal,PWKJ,Parse_WT_Mega,v2,NA,NA,D,4,Nuclei,Male,PNM_02,NA,8/16/22,69,13.7,NA,10/24/22,11:47 ,ZT5.5,GM,16
080_PWKJ_10F_08,080,igvf_009,D5,Single,Adrenal,PWKJ,Parse_WT_Mega,v2,NA,NA,D,5,Nuclei,Female,PNM_02,NA,8/16/22,69,13.6,Estrus,10/24/22,10:23 ,ZT4,GM,18
081_PWKJ_10M_08,081,igvf_009,D6,Single,Adrenal,PWKJ,Parse_WT_Mega,v2,NA,NA,D,6,Nuclei,Male,PNM_02,NA,8/16/22,69,15.1,NA,10/24/22,12:15 ,ZT6,GM,17
084_PWKJ_10F_08,084,igvf_009,D7,Single,Adrenal,PWKJ,Parse_WT_Mega,v2,NA,NA,D,7,Nuclei,Female,PNM_02,NA,9/13/22,69,13.9,Proestrus,11/21/22,10:31 ,ZT4,GM,17
085_PWKJ_10M_08,085,igvf_009,D8,Single,Adrenal,PWKJ,Parse_WT_Mega,v2,NA,NA,D,8,Nuclei,Male,PNM_02,NA,9/13/22,69,17.1,NA,11/21/22,11:05 ,ZT4.5,GM,13
036_129S1J_10F_08,036,igvf_009,E1,Single,Adrenal,129S1J,Parse_WT_Mega,v2,NA,NA,E,1,Nuclei,Female,PNM_02,NA,7/26/22,72,19.5,Diestrus,10/6/22,8:30 ,ZT2,GM,19
037_129S1J_10M_08,037,igvf_009,E2,Single,Adrenal,129S1J,Parse_WT_Mega,v2,NA,NA,E,2,Nuclei,Male,PNM_02,NA,7/26/22,72,24.5,NA,10/6/22,10:40 ,ZT4,GM,19
038_129S1J_10F_08,038,igvf_009,E3,Single,Adrenal,129S1J,Parse_WT_Mega,v2,NA,NA,E,3,Nuclei,Female,PNM_02,NA,7/26/22,72,21.1,Diestrus,10/6/22,9:00 ,ZT2.5,GM,14
041_129S1J_10M_08,041,igvf_009,E4,Single,Adrenal,129S1J,Parse_WT_Mega,v2,NA,NA,E,4,Nuclei,Male,PNM_02,NA,7/26/22,72,25.5,NA,10/6/22,11:20 ,ZT5,GM,16
040_129S1J_10F_08,040,igvf_009,E5,Single,Adrenal,129S1J,Parse_WT_Mega,v2,NA,NA,E,5,Nuclei,Female,PNM_02,NA,7/26/22,72,20.5,Diestrus,10/6/22,9:30 ,ZT3,GM,20
043_129S1J_10M_08,043,igvf_009,E6,Single,Adrenal,129S1J,Parse_WT_Mega,v2,NA,NA,E,6,Nuclei,Male,PNM_02,NA,7/26/22,72,25,NA,10/6/22,11:40 ,ZT5,GM,16
044_129S1J_10F_08,044,igvf_009,E7,Single,Adrenal,129S1J,Parse_WT_Mega,v2,NA,NA,E,7,Nuclei,Female,PNM_02,NA,7/26/22,72,20.6,Diestrus,10/6/22,10:20 ,ZT4,GM,21
045_129S1J_10M_08,045,igvf_009,E8,Single,Adrenal,129S1J,Parse_WT_Mega,v2,NA,NA,E,8,Nuclei,Male,PNM_02,NA,7/26/22,72,24.8,NA,10/6/22,12:00 ,ZT5.5,GM,19
086_CASTJ_10F_08,086,igvf_009,F1,Single,Adrenal,CASTJ,Parse_WT_Mega,v2,NA,NA,F,1,Nuclei,Female,PNM_02,NA,8/2/22,69,11.8,Diestrus,10/10/22,9:30 ,ZT3,GM,24
087_CASTJ_10M_08,087,igvf_009,F2,Single,Adrenal,CASTJ,Parse_WT_Mega,v2,NA,NA,F,2,Nuclei,Male,PNM_02,NA,8/9/22,69,15.2,NA,10/17/22,12:57 ,ZT6.5,GM,13
088_CASTJ_10F_08,088,igvf_009,F3,Single,Adrenal,CASTJ,Parse_WT_Mega,v2,NA,NA,F,3,Nuclei,Female,PNM_02,NA,8/2/22,69,13,Diestrus,10/10/22,10:00 ,ZT3.5,GM,19
089_CASTJ_10M_08,089,igvf_009,F4,Single,Adrenal,CASTJ,Parse_WT_Mega,v2,NA,NA,F,4,Nuclei,Male,PNM_02,NA,8/9/22,69,15.8,NA,10/17/22,13:43 ,ZT7,GM,20
090_CASTJ_10F_08,090,igvf_009,F5,Single,Adrenal,CASTJ,Parse_WT_Mega,v2,NA,NA,F,5,Nuclei,Female,PNM_02,NA,8/2/22,69,12.4,Diestrus,10/10/22,10:30 ,ZT4,GM,17
091_CASTJ_10M_08,091,igvf_009,F6,Single,Adrenal,CASTJ,Parse_WT_Mega,v2,NA,NA,F,6,Nuclei,Male,PNM_02,NA,8/9/22,72,16.4,NA,10/20/22,12:38 ,ZT6,GM,43
094_CASTJ_10F_08,094,igvf_009,F7,Single,Adrenal,CASTJ,Parse_WT_Mega,v2,NA,NA,F,7,Nuclei,Female,PNM_02,NA,8/16/22,69,13.6,Diestrus,10/24/22,10:48 ,ZT4.5,GM,17
095_CASTJ_10M_08,095,igvf_009,F8,Single,Adrenal,CASTJ,Parse_WT_Mega,v2,NA,NA,F,8,Nuclei,Male,PNM_02,5th_rep,8/9/22,72,15.1,NA,10/20/22,13:31 ,ZT7,GM,11
058_WSBJ_10F_08,058,igvf_009,G1,Single,Adrenal,WSBJ,Parse_WT_Mega,v2,NA,NA,G,1,Nuclei,Female,PNM_02,NA,8/9/22,69,12.9,NA,10/17/22,9:46 ,ZT3.5,GM,13
057_WSBJ_10M_08,057,igvf_009,G2,Single,Adrenal,WSBJ,Parse_WT_Mega,v2,NA,NA,G,2,Nuclei,Male,PNM_02,NA,8/9/22,69,15.8,NA,10/17/22,11:07 ,ZT4.5,GM,17
060_WSBJ_10F_08,060,igvf_009,G3,Single,Adrenal,WSBJ,Parse_WT_Mega,v2,NA,NA,G,3,Nuclei,Female,PNM_02,NA,8/9/22,69,12.5,NA,10/17/22,10:14 ,ZT3.5,GM,20
059_WSBJ_10M_08,059,igvf_009,G4,Single,Adrenal,WSBJ,Parse_WT_Mega,v2,NA,NA,G,4,Nuclei,Male,PNM_02,NA,8/9/22,69,16.9,NA,10/17/22,11:28 ,ZT5,GM,23
062_WSBJ_10F_08,062,igvf_009,G5,Single,Adrenal,WSBJ,Parse_WT_Mega,v2,NA,NA,G,5,Nuclei,Female,PNM_02,NA,8/9/22,69,12.8,NA,10/17/22,10:38 ,ZT4,GM,24
061_WSBJ_10M_08,061,igvf_009,G6,Single,Adrenal,WSBJ,Parse_WT_Mega,v2,NA,NA,G,6,Nuclei,Male,PNM_02,NA,8/9/22,69,15.7,NA,10/17/22,12:10 ,ZT5.5,GM,21
096_WSBJ_10F_08,096,igvf_009,G7,Single,Adrenal,WSBJ,Parse_WT_Mega,v2,NA,NA,G,7,Nuclei,Female,PNM_02,NA,8/23/22,69,12.2,Metestrus,10/31/22,10:35 ,ZT4,GM,12
063_WSBJ_10M_08,063,igvf_009,G8,Single,Adrenal,WSBJ,Parse_WT_Mega,v2,NA,NA,G,8,Nuclei,Male,PNM_02,NA,8/9/22,69,15.5,NA,10/17/22,12:31 ,ZT6,GM,23
046_NZOJ_10F_08,046,igvf_009,H1,Single,Adrenal,NZOJ,Parse_WT_Mega,v2,NA,NA,H,1,Nuclei,Female,PNM_02,NA,8/2/22,69,43.6,Diestrus,10/10/22,11:00 ,ZT4.5,GM,24
047_NZOJ_10M_08,047,igvf_009,H2,Single,Adrenal,NZOJ,Parse_WT_Mega,v2,NA,NA,H,2,Nuclei,Male,PNM_02,Repeat,8/2/22,69,42.8,NA,10/10/22,14:30 ,ZT8,GM,15
048_NZOJ_10F_08,048,igvf_009,H3,Single,Adrenal,NZOJ,Parse_WT_Mega,v2,NA,NA,H,3,Nuclei,Female,PNM_02,NA,8/2/22,69,44.9,Diestrus,10/10/22,11:30 ,ZT5,GM,33
049_NZOJ_10M_08,049,igvf_009,H4,Single,Adrenal,NZOJ,Parse_WT_Mega,v2,NA,NA,H,4,Nuclei,Male,PNM_02,NA,8/2/22,69,42.4,NA,10/10/22,15:00 ,ZT8.5,GM,20
050_NZOJ_10F_08,050,igvf_009,H5,Single,Adrenal,NZOJ,Parse_WT_Mega,v2,NA,NA,H,5,Nuclei,Female,PNM_02,NA,8/2/22,69,41.8,Estrus,10/10/22,12:00 ,ZT5.5,GM,35
051_NZOJ_10M_08,051,igvf_009,H6,Single,Adrenal,NZOJ,Parse_WT_Mega,v2,NA,NA,H,6,Nuclei,Male,PNM_02,NA,8/2/22,69,45.5,NA,10/10/22,15:30 ,ZT9,GM,20
052_NZOJ_10F_08,052,igvf_009,H7,Single,Adrenal,NZOJ,Parse_WT_Mega,v2,NA,NA,H,7,Nuclei,Female,PNM_02,NA,8/2/22,69,40.2,Estrus,10/10/22,12:30 ,ZT6,GM,27
053_NZOJ_10M_08,053,igvf_009,H8,Single,Adrenal,NZOJ,Parse_WT_Mega,v2,NA,NA,H,8,Nuclei,Male,PNM_02,NA,8/2/22,69,42.4,NA,10/10/22,16:00 ,ZT9.5,GM,21
AB_M1_09,NA,igvf_009,A10,Multiplexed,Kidney,B6J/NODJ,Parse_WT_Mega,v2,017_B6J_10M_09,067_NODJ_10M_09,A,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
AB_F2_09,NA,igvf_009,A11,Multiplexed,Kidney,B6J/NODJ,Parse_WT_Mega,v2,018_B6J_10F_09,068_NODJ_10F_09,A,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
AB_M2_09,NA,igvf_009,A12,Multiplexed,Kidney,B6J/NODJ,Parse_WT_Mega,v2,019_B6J_10M_09,069_NODJ_10M_09,A,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
AB_F1_09,NA,igvf_009,A9,Multiplexed,Kidney,B6J/NODJ,Parse_WT_Mega,v2,016_B6J_10F_09,066_NODJ_10F_09,A,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
AB_M3_09,NA,igvf_009,B10,Multiplexed,Kidney,B6J/NODJ,Parse_WT_Mega,v2,021_B6J_10M_09,071_NODJ_10M_09,B,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
AB_F4_09,NA,igvf_009,B11,Multiplexed,Kidney,B6J/NODJ,Parse_WT_Mega,v2,024_B6J_10F_09,072_NODJ_10F_09,B,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
AB_M4_09,NA,igvf_009,B12,Multiplexed,Kidney,B6J/NODJ,Parse_WT_Mega,v2,025_B6J_10M_09,073_NODJ_10M_09,B,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
AB_F3_09,NA,igvf_009,B9,Multiplexed,Kidney,B6J/NODJ,Parse_WT_Mega,v2,020_B6J_10F_09,070_NODJ_10F_09,B,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
CD_M1_09,NA,igvf_009,C10,Multiplexed,Kidney,AJ/PWKJ,Parse_WT_Mega,v2,029_AJ_10M_09,077_PWKJ_10M_09,C,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,GM,NA
